content,sentiment
"o ifood precisa ajeitar esse serviço de rastreamento de entregas pra ontem, todos os pedidos serem deveriam ser rastreados pelo app pq aí tem uma lojas que pedem seu contato pra agilizar a entrega e os cara somem com o pedido",0
pedi comida e reclamei no ifood que a coca veio vazia pq estourou no caminho e q queria o reembolso só do valor dela né... reembolsaram o pedido inteiro e comi uma pizza toda de graça,2
Voltei e declaro que estou no ifood e se pá só ganhei 5kgs no bulking mt triste se fude e continua frio pra krl em sp PQP https://t.co/JkltEIijRj,1
"Poucas vezes fiquei tão frustado com um atendimento como agora no @iFood .  Que o Burguer king Pedroso Morais é piada, é normal.  Mas o Ifood sempre resolvia, mas hoje infelizmente deu ruim. Perdi totalmente a confiança no Ifood.  Vou de excluir continha.",0
"@Stalinspears sim!! exatamente 🥹 
hoje tava pedindo um ifood quando tava andando no meio da rua no centro oito da noite, e puxei a carteira pra digitar os numeros do cartao e não pensei em nada",1
"Mas o STF disse que eles não são empregados do Ifood. Deixa que o SUS paga sozinho o custo trabalhista do Ifood. Pra que onerar o pobre fundo de investimento, né? Deixa a sociedade pagar.

Taxa de motociclistas internados no SUS aumenta 55% em uma década https://t.co/aI6jbPNHTJ",0
"comprei um macarraozinho pelo ifood que além de vir uma coca e sair por míseros 1,98 ainda veio com meus vegetais favoritos: brócolis, abobrinha e cenoura",2
"@xlopes0 @farmDev79 onde? Eu não to vendo ainda nenhum movimento desses. O q tenho sentido é o contrário, medo de perder devs pra gringa e gestores só oferecendo mais beneficios em troca do cara não ir embora.

""ah quer começar meio dia?blz!""
""precisa relaxar hj?blz!""
""tó esse voucher do iFood aqui""",1
"@0C0RV0 Você índio, mim entrega maniçoba no Ifood.",1
"sdd quando o ifood dava promoção de 0,99 😩",0
@haxista ifood meu maior vicio,2
"Vou passar 15 dias sem pedir comida no Ifood, que Deus abençoe",1
Eu pedi um sushi no iFood  .. mereci kk,2
"Abri o ifood agora tem hambúrguer saindo por R$ 4,90
Deus é muito bom",2
"@iFood @ousafadenha pizza, com certeza ifood",1
@CJBrEngLeo1 @PaulinhoSerra @roxmo Olha lá o ifood de treta,1
"@thalys_eu @iFood @proconmaranhao Olá! Caso não haja solução diretamente com a empresa,  e resida no estado de SP, acesse https://t.co/8vrFpgBrNq , digitalize os documentos referentes ao problema e faça a reclamação.",0
"Porcaria dessas empresas vem prometendo mundos e fundos, no fim das contas só botam no nosso 👌  @iFood",0
@Cris60830098 Pedi Ifood 😁,1
"@iFood @sitedomau estagiário vc n precisa comentar todo e qualquer post q tenha comida, boa tarde",1
"Depois vem de ""vamos ajudar os pequenos negócios"". O brasileiro só tem um direito nesse país, direito de se ferrar. 
Parabéns @iFood ferrou com meu dia que já não ia bem. Tomara que o 🦑 faça o que prometeu e vcs peguem o beco daqui.",0
"O ódio que eu tô do ifood não tá escrito, namoral",0
Odeio quando alg7m lugar no ifood recusa meu cancelamento,0
"Já não comprava nessa merda, agora não quero nem ver. @iFood  querendo tomar minha marca que já estava registrada no INPI. Palhaçada. E quer saber? Quer minha marca? Pois fique com essa merda. Meu nome sozinho vende mais que essa budega de vcs.",0
Ifood salvando por 99centavosss,2
"Conheça Luana Ozemela, investidora-anjo que se destaca como empreendedora e vice-presidente de impacto social no iFood https://t.co/us8ze3nwCz",1
@VemPraRua_br Vai pra lugar nenhum! Não sai de casa nem pra comprar pão porque pede pelo iFood. Bando de sonhadores frouxos.,1
Quero ficar sem entrar no iFood amarelo das gays até o final do ano,1
paguei 21 reais em uma pizza de 30cm e uma coca de 2lt TE AMO IFOOD,2
não confio nem um pouco em avaliação de ifood as pessoas dão 5 estrelas pra qualquer bife sola de sapato,0
"@FabioBLemos1 @deltanmd Quem pede pão pelo iFood é você, cabeça de jegue. Vai lutar nada, enche o bucho de gordura, vive no sofá mofando e engordando e vem falar de ir pra rua? Ah vá... Nunca foi e nunca irá. Mas se mentir te faz bem, ok, faz de conta que você vai 👍🏽",1
"Pessoal do meu trabalho tem uma mania de ficar metendo o pentelho no como e com o que eu gasto meu dinheiro. Eu hein, se quiser peço ifood 10x no dia, me larga",1
@iFood @eisincera No ifood,1
@iFood @eisincera Sim muito gostoso. esses dias comprei um açaí por 0.99 sksk,2
@Brunodicassia @vitcro Pse po. Eu vejo q esse povo aí q tá dizendo q não dá é CERTAMENTE um povo q acha muito tranquilo gastar 500 conto num final de semana com rolê paia q nem casa bacurau e open bar furado ou que usa facilmente isso em Ifood pq tem preguiça de cozinhar. Povo não sabe gerir dinheiro,1
@itspaoIa @iFood Acho que fazem isto pra ficar com nosso dinheiro. Descobri que fizeram uma cobrança de assinatura do clube iFood (SEM MINHA SOLICITAÇÃO) e não consigo cancelar. Mais de 1 hora tentando achar onde falar com eles e não existe. Melhor forma de ficar com  o  dinheiro e não devolver.,0
"O suporte do @iFood é um dos piores que já vi.
Seu pedido está atrasado? Cancele e receba o reembolso.
Faltou um item? Toma seu reembolso.
Qualquer merda com o pedido? Vamos devolver seu dinheiro.

SE EU QUISESSE MEU DINHEIRO, EU NÃO TERIA FEITO UM PEDIDO.
EU QUERO O PEDIDO.",0
quem quer me mandar 1 ifood?,1
"Em 2019, quando trabalhava no iFood, recebia de 2 a 3 propostas indecentes por semana.",1
NADA FUNCIONA QUE PORRAAAAAAAA APP DO BANCO IFOOD FORA DO AR INTERNET RUIM SITE DO TJ UMA MERDA PORRA Q Q ISSO UM ATAQUE HACKER NACIONAL?,0
Queria ser supreendida com um convite para jantar fora ou receber um iFood e mimos 😂😂😂,2
O @iFood enviou pesquisa pelo WhatsApp mas a página já saiu do ar 3 vezes…,0
@gnetissimo @mariliadpmeira @iFood Acabou de acontecer o mesmo comigo. Perdi 100 pra essa caralha de app. @iFood vai falar nada?,0
@iFood hihihi,2
Pedi lanche no iFood já tem uma hora e nd até agr 🤬,0
"Com o Clube +Mengão, você acelera o acúmulo de pontos e ainda pode ganhar até R$300 para gastar em delivery! Cadastre-se no site da promoção, assine o Clube, e de acordo com a modalidade assinada, você receberá um voucher no Ifood. Saiba mais: https://t.co/JYplQ1UBtz https://t.co/PVEq5FAyFT",1
"Vontade de processar o iFood por propaganda enganosa por estampar na frente dos restaurantes que ele tá com entrega grátis, aí vc clica e vê que a entrega grátis é só acima de 65 reais

Claro descumprimento do CDC art. 67",0
Pessoal que reclama de moto andando no corredor não tolera 5 minutos de atraso qnd compra no iFood! Kkkkk,1
"@ma_juuuu @iFood fui pedir sushi uma vez e aconteceu o mesmo, fiquei sem dinheiro e sem comida",0
"Comprei cupom do ifood e nem usei
Q ódio",1
@ma_juuuu @iFood provavelmente vai estornar daqui uma semana,2
"@chefdangalhardo Mano tá frio, faz isso comigo não",1
@iFood E É ASSIM QUANDO NÃO RESOLVEM SEU PROBLEMA A MAIS DE 3 meses !! 🤡🤡 https://t.co/BBKLv7iMsV,0
@iBitePucca viveríamos d ifood Bb pizza dia sim dia nao,2
"Não sei quem tem o pior suporte, o iFood ou o Nubank pqp",0
Prometi pro Vinicius que não ia comer doce ate o casamento da Paula.. ele tbm não vai. Tô aqui esperando iFood de brownie 🤡,1
que ifood é esse??? 👀,2
100% disponível já para receber mimos de aniversário via iFood,2
@castroitalo_ existe VA diretamente do ifood??,1
"esse negocio de ser amigo de vizinho eh foda, virei ifood agr",1
@LahRamoos Pra mexer no IFOOD e pra conversar com os clientes,1
@dalilinha_plis indo baixar o ifood agora,2
"fico incrédulo como o ifood consegue ter um atendimento tao patetico

seja pra empresa ou pra cliente o negocio simplesmente nao funciona e ninguem te respalda 

patetico @iFood",0
"Creme de cogumelos, vegano! Com cremezinho feito de leite vegetal e creme de aveia da Nude, acompanha cogumelos tostados e crispy de alho poró.

Servidos até sexta, sempre a partir das 16h. Disponível aqui na loja e tb pelo Ifood. R$ 35 cada. 🍄🌱 https://t.co/r6h42ossnM",1
"oficialmente 1 semana sem gás em casa, sobrevivendo de miojo feito no microondas, comidas congeladas e ifood, não aguento mais 🤡",1
ai mds temaki por 5 reais te amo papai ifood https://t.co/knxxr3LJti,2
"Lata de nestogeno por 15,59 no ifood, fraldas, lenços, sabonetes líquidos tudo em promoção.. Obg ifood, deixou 💪🏼",2
"Se um avião cair numa ilha canibal é Ifood, então a Thais Carla é um banquete 🤔",1
"sim existe, pede pro motoboy do teu ifood ficar no transito pq n pode corredor, eh so chegar um cado pro lado, nao vai fazer diferença nenhuma na sua vida",1
"imagina eu desço um dia de pijama pra ir pegar ifood e encontro com essas porra?
deus que me proteja🙏🙏🙏🙏🙏",1
"@otokeme @iFood Véi fui fazer o pedido toda linda morrendo de fome, descontou do meu cartão é simplesmente o pedido nem foi feito nem nada, nem no histórico aparece",0
"Pra quem não tem @KFCBrasil perto pra Promoção do #DiabloIV eu posso fazer o pedido por ifood e te passar o código. Paga somente o valor do lanche. Chama na DM quem tiver interesse...

#KFC @DiabloBrasil  #diablonokfc #diablokfc https://t.co/feDcT2lTt9",1
"@otokeme @iFood Foi, essa praga",0
@ma_juuuu @iFood ce comprou foi no cartão?,1
@_liaverso A lia fominha gastando td em ifood,1
"Toda vez que vejo os caras do iFood lembro da cena, eu vá beijo com o cara as Teles tocando os clientes querendo saber pq o lanche tava parado 😂😂😂😂😂😂😂😂😂 eu me permito bah",1
@mariliadpmeira @iFood acho que vou voltar a fazer como os nórdicos: pedir pelo telefone e pedir pagamento na entrega.... Ifood me levou duzentinho rsrs,0
"Gostaria de fazer uma reclamação que simplesmente o @iFood sumiu com meu dinheiro, e não tem um canal de suporte que presta, eu quero meu dinheiroooooo",0
@gnetissimo @iFood @iFood vai ficar por isso mesmo??,0
pff ifood faz um promoção de temaki empanado😔😔😔😔,1
"Anjos Lanches 🍔🌭
Aberto de terça à domingo das 19-22h ⏰ 
Disponível para pedidos via  WhatsApp (para retirada no local) 📲 🚶🏾📍
Se preferir receber no conforto de sua casa é só pedir pelo App @iFood 🛵💨
OBS: segunda-feira é um dia facultativo de trabalho. 
🧡💛🧡💛🧡💛 https://t.co/vdOSadrJzo",1
@BurgerKingBR Olha é normal no ifood a gente entrar na loja do Shopping Via Catarina e eles só venderem o sanduíche? Nenhum combo.,0
alguém me rogou uma PRAGA q todo ifood q eu peço esquecem de mandar a bebida eu nunca vi nada igual é SEMPRE O TEMPO TODO PQP,0
finalmente usei o cerebro e criei uma lista de compras no ifood chamada 'menstrução' pra ocmparar os itens de farmacia que eu invariavelmente compro todo mês,1
"A cada mordida, uma descoberta. A cada pedaço, uma nova sensação!
Acesse o IFOOD e na opção ""busca"" digite CACAU SHOW CHOCOLATES - CENTRO II... Confira as opções disponíveis e realize seu pedido 😋
#cacaushow #cacaushowguarulhoscentroII #cacaushowifood https://t.co/fkzFpYKsSb",2
"@Koopalino @iFood Oi, Rodrigo! Boa tarde! Você pode nos chamar no privado? Aguardamos seu retorno!",1
"A cada mordida, uma descoberta. A cada pedaço, uma nova sensação!
Acesse o IFOOD e na opção ""busca"" digite CACAU SHOW CHOCOLATES - CENTRO II... Confira as opções disponíveis e realize seu pedido 😋
#cacaushow #cacaushowguarulhoscentroII #cacaushowifood https://t.co/NPGerqkz6l",2
"Conheça Luana Ozemela, investidora-anjo que se destaca como empreendedora e vice-presidente de impacto social no iFood
https://t.co/oiTe56ZjXN",2
"E eu que fiz um pedido no @iFood, não recebi, avisei ao suporte para ter o reembolso e eles simplesmente mandaram um “só lamento” 🫠 https://t.co/XIznq4yeCg",0
"Fui pedir um bagulho no Ifood de 50 reais com um cupom de 10 e do nada aparece mais um de 20 pra acumular. 
30 conto de desconto nunca fui triste",2
Levei golpe do ifood dnv vai te fude,0
"caramba, @iFood. até QUANDO eu vou precisar cobrar vocês? preciso fazer isso de forma pública para receber meu reembolso? preciso acionar o procon? é tão difícil assim conseguir UMA resposta se quer?",0
Quando não dividem um iFood comigo: https://t.co/YBKMrrtYrS,2
"@iFood @RodrigooPNG @sitedomau foi mal, achei que o estagiário entendia meme ¯\_(ツ)_/¯",0
Tenho cara de ifood agora @mvit__ https://t.co/nDz6uR8K7P,1
"almocei em casa e aqui no Senai kkkk
ifood quis brechar pra mim sarniei",0
"eu amo tudo por $0,99 no ifood",2
"E a minha consultoria que me deu um vale ifood melhor jeito, comendo rsrs",2
"6. Vender doces (principalmente na Páscoa, Dias dos Namorados e Natal)
7. Vender equipamentos que você não utiliza mais (computador, celular, fone de ouvido)
8. Fazer freela em eventos
9. Motorista do Uber ou entregador do Ifood
10. Aulas particulares para estudantes",1
comendo minh marmitinha do ifood,2
@Paolla_abdalla @RodrigooPNG @sitedomau Amore?? Cheeseburger não é a mesma coisa que pão francês por aqui kkkk,1
"@itsalastor @RodrigooPNG @sitedomau O cara mando uma foto de cheese chicken, o twitter é impossível mesmo kkkkkkkk",1
@KFCBrasil @iFood @Blizzard_Ent @Diablo Boa tarde. Acredito que não vai ter necessidade. O ifood passou o contato da unidade de vocês. Entrando em contato o atendente ficou de enviar via e-mail. Mas agradeço atenção de vocês.,1
@anikzin @RodrigooPNG @sitedomau KKKKKK tudo por um cupomzinho,1
mano se eu sonhar q o ifood não da a gorjeta toda p os entregadores eu explodo essa empresa,0
"carai de ifood, to na tpm querendo um doce e esse carai n funciona",0
@bemengracadinha olha no ifood,1
@julialmsz o narrador: ela pediu ifood,1
Muito Feliz🥳🙌🏽,2
@folha Aposto que são os empreendedores que a mídia aplaude tanto ( entregadores de IFOOD),1
Qndo é que eu vou morar em um barraco xoxo fudido com o amor da minha vida e a gente passando necessidade reclamando do preço do arroz e da conta de luz comprando ifood pq n tem fogão em casa dormindo no chão pq n tem nem uma cama mas se amando muito mais apesar das dificuldades?,1
hoje eu só queria uma promoção de artesanal a 5 conto no ifood,2
"não queria colocar feijão no fogo, pedi o feijão no ifood, quando chegar eu tempero, mas vou fazer o arroz e o frango😂",2
"Dizer que não dá pra viver bem e com lazer com 4k de salário em Recife é muito Nárnia da classe média recifense que acha de boa gastar 300 conto em rolê todo final de semana. Vocês jogam muito dinheiro no lixo, vive de comer Ifood (q só tem lixo) e de ir pra rolê bosta e caro",0
"Pedi um combo no iFood, eu e minha sogra vamos amassar",2
@_mala4e @iFood,1
"O ifood te dá cupom pra usar, aí tu aplica no lugar e eles não aceitam pq ficou barato de mais kmkkkk tomar no cu mermão",0
"sim, acabei de pedir no ifood um bolo de churros de quase 1kg todo pra mim",2
Ia sair pra trabalha hoje no ifood no almoço e nem fui kkk,1
"Casa limpinha, pedi doce no iFood, chuvinha e filminho, obgd Deus por ser esposa troféu",2
"Comprei uma comida no ifood e joguei tudo no lixo, Deus que me perdoe mas que comida horrível",0
O primo rykoh falando do cliente colocando gorjeta no seu bolso e eu aqui “eles dao gorjeta???”,1
E a moça do CTB que me reconheceu só pelo nome dos pedidos no ifood,1
@iFood Não vão trocar? https://t.co/CFkdjbI2rM,0
@ahrodrigues_ vc pediu no ifood isso sim,1
@iFood Itens divergentes https://t.co/3QxSc3J8Y8,0
"@iFood @RodrigooPNG @sitedomau Quero cupom também, tá aí, pão francês https://t.co/FAT1D25LBm",2
Sonhei que eu era entregador do Ifood e eu entreguei esfirra de Manaus até Moçambique,1
"obrigado ifood por me proporcionar um açaí de 500ml por 1,00🥰🥰🥰🥰",2
@Fa1ryNight 🤡ai não da esse índio é da Netflix e do Wagner Moura pooorra até ontem estava entregando ifood aqui em casa agora tá ai de kaozada falando q é índio pqp Brasil tá foda 😂🤡,1
luca literalmente fez um poema sobre ifood,1
